isbn,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,language
0552134600,Wyrd Sisters,,Terry Pratchett,National Geographic Books,1998-10-28,"Witches are not by nature gregarious, and they certainly don't have leaders. Granny Weatherwax was the most highly-regarded of the leaders they didn't have. But even she found that meddling in royal politics was a lot more difficult than certain playwrights would have you believe... WYRD SISTERS IS THE SIXTH NOVEL IN THE DISCWORLD SEQUENCE - THE FUNNIEST FANTASY SERIES EVER.",0,Fiction,en
0385498411,Woman,An Intimate Geography,Natalie Angier,Anchor,2000,The author explores the essence of what it means to be a woman--in body and mind--as she shares her thoughts on everything from organs to orgasm and menopause,460,Social Science,en
0765345048,Kushiel's Chosen,,Jacqueline Carey,Macmillan,2003-03-14,Fantasy-roman.,716,Fiction,en
0060973617,Up the Down Staircase,,Bel Kaufman,Harper Collins,1991-07-03,"Bel Kaufman's Up the Down Staircase is one of the best-loved novels of our time. It has been translated into sixteen languages, made into a prize-winning motion picture, and staged as a play at high schools all over the United States; its very title has become part of the American idiom. Never before has a novel so compellingly laid bare the inner workings of a metropolitan high school. Up the Down Staircase is the funny and touching story of a committed, idealistic teacher whose dash with school bureaucracy is a timeless lesson for students, teachers, parents--anyone concerned about public education. Bel Kaufman lets her characters speak for themselves through memos, letters, directives from the principal, comments by students, notes between teachers, and papers from desk drawers and wastebaskets, evoking a vivid picture of teachers fighting the good fight against all that stands in the way of good teaching.",372,Fiction,en
0486270629,A Doll's House,,Henrik Ibsen,Courier Corporation,1992-02-21,"One of the best-known, most frequently performed of modern plays, A Doll's House richly displays the genius with which Henrik Ibsen pioneered modern, realistic prose drama. In the central character of Nora, Ibsen epitomized the human struggle against the humiliating constraints of social conformity. Nora's ultimate rejection of a smothering marriage and life in ""a doll's house"" shocked theatergoers of the late 1800s and opened new horizons for playwrights and their audiences. But daring social themes are only one aspect of Ibsen's power as a dramatist. A Doll's House shows as well his gifts for creating realistic dialogue, a suspenseful flow of events and, above all, psychologically penetrating characterizations that make the struggles of his dramatic personages utterly convincing. Here is a deeply absorbing play as readable as it is eminently playable, reprinted from an authoritative translation. A selection of the Common Core State Standards Initiative.",83,Social Science,en
0385722192,Lullaby,,Chuck Palahniuk,Anchor,2003-07-29,"NATIONAL BESTSELLER • From the author of the New York Times bestseller Choke and the cult classic Fight Club, a cunningly plotted novel about the ultimate verbal weapon, one that reinvents the apocalyptic thriller for our times. ""A harrowing and hilarious glimpse into the future of civilization.” —Minneapolis Star-Tribune Ever heard of a culling song? It’s a lullaby sung in Africa to give a painless death to the old or infirm. The lyrics of a culling song kill, whether spoken or even just thought. You can find one on page 27 of Poems and Rhymes from Around the World, an anthology that is sitting on the shelves of libraries across the country, waiting to be picked up by unsuspecting readers. Reporter Carl Streator discovers the song’s lethal nature while researching Sudden Infant Death Syndrome, and before he knows it, he’s reciting the poem to anyone who bothers him. As the body count rises, Streator glimpses the potential catastrophe if someone truly malicious finds out about the song. The only answer is to find and destroy every copy of the book in the country. Accompanied by a shady real-estate agent, her Wiccan assistant, and the assistant’s truly annoying ecoterrorist boyfriend, Streator begins a desperate cross-country quest to put the culling song to rest.",274,Fiction,en
0761121323,What to Expect when You're Expecting,,"Heidi Eisenberg Murkoff, Arlene Eisenberg, Sandee Eisenberg Hathaway",Workman Publishing,2002,"America's pregnancy bible answers all your baby questions. When can I take home a pregnancy test? How can I eat for two if I'm too queasy to eat for one? Can I keep up my spinning classes? Is fish safe to eat? And what's this I hear about soft cheese? Can I work until I deliver? What are my rights on the job? I'm blotchy and broken out--where's the glow? Should we do a gender reveal? What about a 4-D ultrasound? Will I know labor when I feel it? Your pregnancy explained and your pregnant body demystified, head (what to do about those headaches) to feet (why they're so swollen), back (how to stop it from aching) to front (why you can't tell a baby by mom's bump). Filled with must-have information, practical advice, realistic insight, easy-to-use tips, and lots of reassurance, you'll also find the very latest on prenatal screenings, which medications are safe, and the most current birthing options--from water birth to gentle c-sections. Your pregnancy lifestyle gets equal attention, too: eating (including food trends) to coffee drinking, working out (and work) to sex, travel to beauty, skin care, and more. Have pregnancy symptoms? You will--and you'll find solutions for them all. Expecting multiples? There's a chapter for you. Expecting to become a dad? This book has you covered, too.",610,Childbirth,en
0385333927,Pagan Babies,,Elmore Leonard,,2000,"In Rwanda during the genocide, Hutu thugs storm into a church and kill everyone except Father Terry Dunn, on the alter saying his first mass. He's powerless to do anything about it--until one day he faces several of the killers and exacts a chilling penance. But is Terry Dunn really a priest? He doesn't always appear to act like one. He comes home to Detroit and runs into Debbie Dewey who's doing standup at a comedy club. In her set, Debbie tells what it was like in prison, down for aggravated assault with a deadly weapon. Terry and Debie hit it off; they have the same sense of humor and similar goals in that both are out to raise money. Terry says for the Little Orphans of Rwanda; Debbie to score off a guy who conned her out of sixty-seven thousand dollars. This is Randy, now wealthy, who runs a fashionable restaurant and is connected to the Detroit Mafia. It's Debbie who keeps prying until she learns the bizarre truth about Terry; Debbie who sells him on going in together for a much bigger payoff than either could manage alone. What happened in Rwanda remains alive through the unexpected twists and turns of the plot. But even with this tragic background. Pagan Babies comes off as Leonard's funniest straight-faced novel to date.",280,American fiction,en
0140279288,Thirtynothing,,Lisa Jewell,Penguin UK,2000-09-11,"Ever wondered what happened to your first love? Imagine bumping into them twelve years later and realizing you still fancy them rotten. That’s exactly what happens to Dig Ryan when he sees Delilah again. Now imagine you’re Nadine. You and Dig have been best friends for fifteen years. And you’ve finally realized that you’re in love with him. So when Delilah – who always was your nemesis – returns, you’re mad with jealousy and can’t help behaving childishly. Like phoning your first love Phil – just to get your own back ... Thirty-Nothing is a story of ex-boyfriends, ex-girlfriends and friends dabbling with yesterday when they really should be thinking about today.",455,Fiction,en
0061012513,Storming Heaven,,Kyle Mills,HarperTorch,2000-01-05,"Punished for his maverick ways, FBI agent Mark Beamon has been exiled from Washington, D.C., to a sleepy Southwest office where he's got one last chance to play by the rules. But that's not going to happen, not when he's on a case that may be too hot even for his unorthodox talents to handle. A local millionaire and his wife are brutally murdered. Jennifer, their teenage child and sole heir; is the prime suspect -- and she's gone missing. Laying everything on the line, Beamon sets off on a trail that takes him from a remote survivalist's cabin in the Utah mountains, through the labyrinthine headquarters of a cultlike church, into the shadowy, interlocking boardrooms of a powerful high-tech communications empire. Just when he thinks he's close to finding answers, Beamon discovers the killing of Jennifer's parents is far more sinister than even he could have guessed. Now he isn't just looking for a young girl -- he's got to stop a bizarre conspiracy that could bring America to its knees...",528,Fiction,en
0763618292,Witch Child,,Celia Rees,Candlewick Press (MA),2002,"The year is 1659, a time of fear and lies. For Mary Newbury, it is a time of desperation. While she watches, unable to intervene, her wise and beloved grandmother is falsely condemned, tortured, and hanged as a witch. Soon the relentless crowd may turn upon Mary. When a mysterious stranger offers her a way out -- safe passage to America -- she knows she must go. But she doesn't know that the turbulent voyage will bring her to yet another society where differences are feared and defiance is deadly. p(No Canadian Rights)",290,Diaries,en
0515134481,Circus of the Damned,"An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,Penguin,2002-09-24,"When a powerful centuries-old vampire hits Anita Blake's town, a battle of the undead ensues.",340,Fiction,en
0679776818,Birdsong,A Novel of Love and War,Sebastian Faulks,Vintage,1997-06-02,"#1 INTERNATIONAL BESTSELLER • A mesmerising story of love and war spanning three generations and the unimaginable gulf between the First World War and the 1990s In this ""overpowering and beautiful novel"" (The New Yorker), the young Englishman Stephen Wraysford passes through a tempestuous love affair with Isabelle Azaire in France and enters the dark, surreal world beneath the trenches of No Man's Land. Sebastian Faulks creates a world of fiction that is as tragic as A Farewell to Arms and as sensuous as The English Patient, crafted from the ruins of war and the indestructibility of love.",498,Fiction,en
0749396067,Trainspotting,,Irvine Welsh,Vintage,1994,"""The best book ever written by man or woman...deserves to sell more copies than the Bible.""-""Rebel, Inc.""",356,Black humor,en
055321313X,Anne of Green Gables,,L. M. Montgomery,Starfire,1982-04-01,"Read the timeless classic about the beloved Anne Shirley, a red-haired orphan with a fiery spirit, before the new NETFLIX series premieres and don’t miss the forward by Margaret Atwood, author of The Handmaid’s Tale, celebrating the 100th anniversary of this children’s favorite! Eleven-year-old Anne Shirley has never known a real home. Since her parents' deaths, she's bounced around to foster homes and orphanages. When she is sent by mistake to live with Matthew and Marilla Cuthbert at the snug white farmhouse called Green Gables, she wants to stay forever. But Anne is not the sturdy boy Matthew and Marilla were expecting. She's a mischievous, talkative redheaded girl with a fierce temper, who tumbles into one scrape after another. Anne is not like anybody else, the Cuthberts agree; she is special, a girl with an enormous imagination. All she's ever wanted is to belong somewhere. And the longer she stays at Green Gables, the harder it is for anyone to imagine life without her. ""[Anne is] the dearest and most lovable child in fiction since the immortal Alice.""-Mark Twain",324,Juvenile Fiction,en
0142000663,The Grapes of Wrath,(Centennial Edition),John Steinbeck,Penguin,2002-01-08,"The Pulitzer Prize-winning epic of the Great Depression, a book that galvanized—and sometimes outraged—millions of readers. First published in 1939, Steinbeck’s Pulitzer Prize-winning epic of the Great Depression chronicles the Dust Bowl migration of the 1930s and tells the story of one Oklahoma farm family, the Joads—driven from their homestead and forced to travel west to the promised land of California. Out of their trials and their repeated collisions against the hard realities of an America divided into Haves and Have-Nots evolves a drama that is intensely human yet majestic in its scale and moral vision, elemental yet plainspoken, tragic but ultimately stirring in its human dignity. A portrait of the conflict between the powerful and the powerless, of one man’s fierce reaction to injustice, and of one woman’s stoical strength, the novel captures the horrors of the Great Depression and probes into the very nature of equality and justice in America. At once a naturalistic epic, captivity narrative, road novel, and transcendental gospel, Steinbeck’s powerful landmark novel is perhaps the most American of American Classics. This Centennial edition, specially designed to commemorate one hundred years of Steinbeck, features french flaps and deckle-edged pages. For more than sixty-five years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,500 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",465,Fiction,en
0971263906,Saint Nick,,Gary Ogden Harper,,2001-07-01,Bishop Nicholas of Smyrna is transported from the fourth century to modern times to see what has happened to the Christmas holiday tradition he originated.,98,Santa Claus,en
0671732277,Delusions of Grandma,,Carrie Fisher,,1994,A very pregnant woman embarks on an odyssey to rescue her Alzheimer's-stricken father from a nursing home.,270,Alzheimer's disease,en
0399142851,Unnatural Exposure,,Patricia Daniels Cornwell,Putnam Adult,1997,Dr. Kay Scarpetta becomes both investigator and victim when she is contacted over the Internet by a murderer who is threatening to loose a deadly virus on the world.,364,Detective and mystery stories,en
0684856093,The 7 Habits Of Highly Effective Teens,,Sean Covey,Simon & Schuster,1998-10-09,"Being a teenager is both wonderful and challenging. In The 7 Habits of Highly Effective Teens, author Sean Covey applies the timeless principles of the 7 Habits to teens and the tough issues and life-changing decisions they face. In an entertaining style, Covey provides a step-by-step guide to help teens improve self-image, build friendships, resist peer pressure, achieve their goals, get along with their parents, and much more. In addition, this book is stuffed with cartoons, clever ideas, great quotes, and incredible stories about real teens from all over the world. The 7 Habits of Highly Effective Teens will engage teenagers unlike any other book. An indispensable book for teens, as well as parents, grandparents, and any adult who influences young people, The 7 Habits of Highly Effective Teens is destined to become the last word on surviving and thriving as a teen and beyond.",292,Self-Help,en
0380774933,Keeper of the Heart,,Johanna Lindsey,Harper Collins,1993-11-01,"In search of a true and gentle love, fiery Shanelle Ly-San-Ter flees the lustful advances of the blue-eyed barbarian who has been chosen as her lifemate, confused and frightened by the fevered yearnings the handsome brute has awakened in her innocent soul. A warrior, virile and magnificent Falon Vanyer is overwhelmed with intense desire for the spirited beauty who has vowed never to be his. And though the heavens themselves conspire against him, he will pursue his sensuous prize, and brave any peril to conquer and claim the keeper of his heart.",420,Fiction,en
0345423615,The Silver Wolf,,Alice Borchardt,National Geographic Books,1999-05-29,"“A daring and vibrant new voice on the female literary frontier . . . a stunning initiation into a dark and dazzlig realm.”—Anne Rice Into decadent Rome of the Dark Ages comes Regeane, an enigmatic young woman distantly related to Charlemagne. But the blood she has inherited from her murdered father makes her much more than a child of royalty. Regeane is a shapeshifter—woman and wolf, hunter and hunted—possessed of preternatural agility and strength, primal memories extending back thousands of years, and senses so keen they can pierce the veil of death itself. Betrothed to a barbarian lord she has never seen, Regeane is surrounded by enemies. But outside the gates of Rome, baying at the moon, there is a mysterious dark wolf whose scent awakens the animal in Regeane. Now, as deadly plots tighten like a noose around her neck, Regeane must fight to live with dignity as the proud creature she is: civilized and savage, partaking of both, yet infinitely more than either . . . Praise for The Silver Wolf “A fascinating tale—brutal, ribald, engrossing, poignantly beautiful.”—New York Times bestselling author Johanna Lindsay “Mesmerizing . . . astounding . . . a lush, richly crafted tale . . . With intricate detailing and hypnotic prose, Alice Borchardt unleashes a new world to readers.”—Romantic Times",0,Fiction,en
0446604666,Sick Puppy,,Carl Hiaasen,Vision,1999,"Independently wealthy eco-terrorist Twilly Spree teaches a flagrant litterbug a lesson--and leaves the offender's precious Range Rover swarming with hungry dung beetles. When he discovers the litterer is one of the most powerful political fixers in Florida, the real Hiaasen-style fun begins.",508,Fiction,en
0446522597,The Winner,,David Baldacci,Grand Central Publishing,1998-01-01,"A rags-to-riches deal for single mother LuAnn Tyler is deadlier than she ever could have imagined in this #1 New York Times bestselling thriller from David Baldacci. THE DREAM She is twenty, beautiful, dirt-poor, and hoping for a better life for her infant daughter when LuAnn Tyler is offered the gift of a lifetime, a $100 million lottery jackpot. All she has to do is change her identity and leave the U.S. forever. THE KILLER It's an offer she dares to refuse...until violence forces her hand and thrusts her into a harrowing game of high-stakes, big-money subterfuge. It's a price she won't fully pay...until she does the unthinkable and breaks the promise that made her rich. THE WINNER For if LuAnn Tyler comes home, she will be pitted against the deadliest contestant of all: the chameleon-like financial mastermind who changed her life. And who can take it away at will...",532,Fiction,en
0345335465,Dragonflight,Volume I in The Dragonriders of Pern,Anne McCaffrey,National Geographic Books,1969,Fantasy-roman.,328,Fiction,en
0446364762,The Stars Shine Down,,Sidney Sheldon,Grand Central Publishing,1993-09-01,"In THE STARS SHINE DOWN, Sidney Sheldon returns to the powerful and classic themes that have made him one of the world's most popular bestselling authors. And in Lara Cameron, he has created his most memorable, richly drawn heroine to date. Lara is America's Princess, the power behind the tallest building on earth, a self-made billionaire who towers over a traditionally male domain, an icon of glamour and accomplishment to men and women everywhere. Beautiful but insecure, ruthless yet vulnerable, Lara has struggled brutally to achieve it all -- yet still wants more. And in a dazzling global setting from London to New York, from Reno to Rome, she will find everything she has ever desired and won -- her fortune, her fame, the man she loves -- swiftly and shockingly imperiled.",420,Fiction,en
0743262174,"Cry, the Beloved Country",,Alan Paton,Scribner,1987,"“The greatest novel to emerge out of the tragedy of South Africa, and one of the best novels of our time.” —The New Republic “A beautiful novel…its writing is so fresh, its projection of character so immediate and full, its events so compelling, and its understanding so compassionate that to read the book is to share intimately, even to the point of catharsis, in the grave human experience.” —The New York Times An Oprah Book Club selection, Cry, the Beloved Country, was an immediate worldwide bestseller when it was published in 1948. Alan Paton’s impassioned novel about a black man’s country under white man’s law is a work of searing beauty. Cry, the Beloved Country, is the deeply moving story of the Zulu pastor Stephen Kumalo and his son, Absalom, set against the background of a land and a people riven by racial injustice. Remarkable for its lyricism, unforgettable for character and incident, Cry, the Beloved Country is a classic work of love and hope, courage and endurance, born of the dignity of man.",324,Fiction,en
0449212602,The Handmaid's Tale,,Margaret Atwood,Fawcett,1987,"""Splendid."" NEWSWEEK It is the world of the near future, and Offred is a Handmaid in the home of the Commander and his wife. She is allowed out once a day to the food market, she is not permitted to read, and she is hoping the Commander makes her pregnant, because she is only valued if her ovaries are viable. Offred can remember the years before, when she was an independent woman, had a job of her own, a husband and child. But all of that is gone now...everything has changed. ""Deserves the highest praise."" SAN FRANCISCO CHRONICLE From the Paperback edition.",414,Allegories,en
0060198125,Coastliners,A Novel,Joanne Harris,William Morrow,2002-09-03,"Joanne Harris writes fiction that engages every one of the senses: reviewers called Chocolat ""delectable"" and Five Quarters of the Orange ""sweet and powerful."" In her new novel, she takes readers to a tiny French island where you can almost taste the salt on your lips. The island, called Le Devin, is shaped somewhat like a sleeping woman. At her head is the village of Les Salants, while the more prosperous village of La Houssinière lies at her feet. You could walk between the towns in an hour, but they could not feel further apart, for between them lie years of animosity. The townspeople of Les Salants say that if you kiss the feet of their patron saint and spit three times, something you've lost will come back to you. And so Madeleine, who grew up on the island, returns after an absence of ten years spent in Paris. She is haunted by this place, and has never been able to feel at home anywhere else. But when she arrives, she will find that her father -- who once built fishing boats that fueled the town's livelihood -- has become even more silent than ever, withdrawing almost completely into an interior world. And his decline seems reflected in the town itself, for when the only beach in Les Salants washed away, all tourism drifted back to La Houssinière. Madeleine herself has been adrift for a long time, yet almost against her will she soon finds herself united with the village's other lost souls is a struggle for survival and salvation.",368,Fiction,en
0446608386,Killing Me Softly,,Nicci French,Vision,2000-05-01,"Alice Loudon impulsively casts aside the comforts of the life she knows to marry an exciting stranger, but she begins fearing for her safety after someone begins leaving her disturbing notes about her new husband's mysterious past. Reprint. (A Montecito Pcictures film, releasing Summer 2001) (Suspense)",400,Fiction,en
0553212923,Hamlet,,William Shakespeare,Bantam Classics,1988-01-01,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother’s infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet’s feigned madness, Ophelia’s death and burial, the play within a play, the “closet scene” in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater. Each Edition Includes: • Comprehensive explanatory notes • Vivid introductions and the most up-to-date scholarship • Clear, modernized spelling and punctuation, enabling contemporary readers to understand the Elizabethan English • Completely updated, detailed bibliographies and performance histories • An interpretive essay on film adaptations of the play, along with an extensive filmography",385,Drama,en
0060175818,The First Eagle,,Tony Hillerman,Harper,1998-07-29,"They very plague that decimated Europe in the fourteenth century lurks today in the high, dry land of the American Southwest. But Navajo Tribal policeman Jim Chee and his mentor, Joe Leaphorn, discover an even deadlier killer stalking the reservation in the most chilling and beautifully crafted novel yet from the beloved and bestselling master of Southwestern suspense. When Acting Lt. Chee catches a Hopi eagle poacher literally red-handed--huddled over the bloody body of a young Navajo Tribal police officer--he has an open-and-shut case. Even the Feds--usually at odds with Chee'agree, and it seems the Hopi is headed for the gas chamber. Until Joe Leaphorn shows up to blow Chee's case wide open. Leaphorn, now retired form the Navajo Tribal Police, has been hired to find Cathy Pollard, a hot-headed biologist who disappeared from the same remote area on the same day the Navajo cop was murdered. Is she a suspect? A victim? And what are Chee and Leaphorn to make of the report that a skinwalker--a Navajo witch--was seen in the same area at the same time? To answer these questions, Leaphorn and Chee must immerse themselves in the enigmatic web of scientists hunting the key to the most virulent form of bubonic plague since the Middle Ages. In addition to its finely wrought plot, The First Eagle offers a wealth of Tony Hillerman's signature gifts--glorious evocations of the high desert, delicately drawn characters, and eloquent insights into the foibles and wisdom of the Southwest's native people.",294,Fiction,en
0836218353,Yukon Ho!,,Bill Watterson,Andrews McMeel Publishing,1989,A collection of comic strips following the adventures of Calvin and his stuffed tiger Hobbes.,132,Comics & Graphic Novels,en
0440158532,Mother Night,,Kurt Vonnegut,Dell,1966,"Originally published: New York: Delacorte Press, c1961.",232,American fiction,en
0553569910,The Ugly Duckling,A Novel,Iris Johansen,Bantam,1996-12-01,"If fate suddenly made you more beautiful that you ever dreamed possible, would it be the beginning of a fairy tale, or your worst nightmare? The brutal attack should have killed anybody, but Nell Calder did more than survive. She emerged a woman transformed, with an exquisite beauty found only in fairy tales. Nell Calder deserved a happy ending. Instead, her descent into terror has just begun. Her attacker is still on the hunt, determined to finish what he's started. And Nell, protected by a new face, is just as determined to fight back and take her revenge. But to catch her prey, she will have to expose herself—even if it makes her a killer's prime target.",433,Fiction,en
0689817215,The View from Saturday,,E.L. Konigsburg,Atheneum Books for Young Readers,1996,"From the Newbery Medal–winning author of the beloved classic From the Mixed-Up Files of Mrs. Basil E. Frankweiler comes four jewel-like short stories—one for each of the team members of an Academic Bowl team—that ask questions and demonstrate surprising answers. How had Mrs. Olinski chosen her sixth-grade Academic Bowl team? She had a number of answers. But were any of them true? How had she really chosen Noah and Nadia and Ethan and Julian? And why did they make such a good team? It was a surprise to a lot of people when Mrs. Olinski’s team won the sixth-grade Academic Bowl contest at Epiphany Middle School. It was an even bigger surprise when they beat the seventh grade and the eighth grade, too. And when they went on to even greater victories, everyone began to ask: How did it happen? It happened at least partly because Noah had been the best man (quite by accident) at the wedding of Ethan’s grandmother and Nadia’s grandfather. It happened because Nadia discovered that she could not let a lot of baby turtles die. It happened when Ethan could not let Julian face disaster alone. And it happened because Julian valued something important in himself and saw in the other three something he also valued. Mrs. Olinski, returning to teaching after having been injured in an automobile accident, found that her Academic Bowl team became her answer to finding confidence and success. What she did not know, at least at first, was that her team knew more than she did the answer to why they had been chosen.",180,Juvenile Fiction,en
0425143325,Without Remorse,,Tom Clancy,Penguin,1994-08-01,"NOW A MAJOR MOTION PICTURE STARRING MICHAEL B. JORDAN—WATCH NOW ON PRIME VIDEO! From Tom Clancy, the celebrated author of the Jack Ryan series, comes the #1 New York Times bestseller that puts CIA operative John Clark front and center.... His code name is Mr. Clark. His work for the CIA is brilliant, cold-blooded and efficient...But who is he really? In a harrowing tour de force, Tom Clancy shows how an ordinary man named John Kelly crossed the lines of justice and morality to become the CIA legend, Mr. Clark. It is an unforgettable journey into the heart of darkness. Without mercy. Without guilt. Without remorse.",768,Fiction,en
0763616052,Because of Winn-Dixie,,Kate DiCamillo,Candlewick Press (MA),2000,"Ten-year-old India Opal Buloni describes her first summer in the town of Naomi, Florida, and all the good things that happen to her because of her big ugly dog Winn-Dixie.",196,Audiocassettes for children,en
0553213504,The Count of Monte Cristo,,Alexandre Dumas,Bantam Classics,1984-12-01,"Nominated as one of America’s best-loved novels by PBS’s The Great American Read A popular bestseller since its publication in 1844, The Count of Monte Cristo is one of the great page-turning thrillers of all time. Set against the tumultuous years of the post-Napoleonic era, Alexandre Dumas’s grand historical romance recounts the swashbuckling adventures of Edmond Dantès, a dashing young sailor falsely accused of treason. The story of his long imprisonment, dramatic escape, and carefully wrought revenge offers up a vision of France that has become immortal. As Robert Louis Stevenson declared, “I do not believe there is another volume extant where you can breathe the same unmingled atmosphere of romance.”",546,Fiction,en
0061031070,Moving Target,,Elizabeth Lowell,Harper Collins,2002-04-30,"The troubling message from Serena Charters's late grandmother appears in a package containing four pages of a centuries-old illuminated manuscript -- a strange inheritance that hides many secrets...and has already cost many lives. Seeking answers, Serena turns to Erik North of Rarities Unlimited, a reclusive manuscript appraiser with a passion for the past. Without warning, they are thrust together into the center of a lethal firestorm that rages between two worlds -- one long dead, yet living on in an ancient text, the other chillingly alive and fraught with peril. In the blink of an eye, Serena and Erik have become targets of an unseen and determined stalker as they get closer to shocking revelations about Serena's legacy, the cold murder of an eccentric old woman in the heat of the Mojave Desert...and just how far a remorseless killer is willing to go. And now their only slim hope of survival is to keep moving.",463,Fiction,en
0345384911,Crystal Line,,Anne McCaffrey,Random House LLC,1992,Killashandra Ree agrees to sacrifice her memory for the opportunity to join the Heptite Guild of crystal singers and prays that her heart will remember what her mind is forgetting,313,Fiction,en
0451117298,Cujo,,Stephen King,Signet,1982,The story that is as grisly as Carrie and as ominous as the Shining. Copyright © Libri GmbH. All rights reserved.,304,Fiction,en
0441010512,Club Dead,,Charlaine Harris,Penguin,2003-04-29,"Bon Temps’s psychic waitress takes a dangerous road trip in the third novel in the #1 New York Times bestselling Sookie Stackhouse series—the inspiration for the HBO® original series True Blood. There’s only one vampire Sookie Stackhouse is involved with (at least voluntarily) and it’s Bill Compton. But recently he’s been a little distant—in another state, distant. Then his sinister and sexy boss Eric Northman tells Sookie where she might find him. Next thing she knows, she’s off to Jackson, Mississippi, to mingle with the under-underworld at Club Dead, a dangerous little haunt where the elite of vampire society can go to chill out and suck down some Type-O. But when Sookie finally finds Bill—caught in an act of serious betrayal—she’s not sure whether to save him...or sharpen some stakes.",306,Fiction,en
0446530891,Split Second,,David Baldacci,Grand Central Pub,2003,"Eight years after leaving the Secret Service following the assassination of the presidential candidate he had been protecting, Sean King reluctantly joins with agent Michelle Maxwell to uncover the truth when another candidate is abducted.",406,Fiction,en
0425135020,The Empress File,,John Sandford,Penguin,1992-11-01,"The ultimate con game thriller from the bestselling master of suspense, featuring the con artist team of Kidd and LuEllen.",372,Fiction,en
0440207770,Silver Wedding,A Novel,Maeve Binchy,Dell,1990-11-01,"There was never any question that Deirdre and Desmond Doyle would celebrate a gala twenty-fifth anniversary. Naturally, their daughter Anna, would plan their grand affair. Of all three Doyle children, Anna knew exactly what their mother wished—even as she lived her own secret life. Will Brendan, the rebellious son, even bother to return to London? Will Helen, the hapless would-be nun, embarrass them all? This is Deirdre’s day, a triumph for a woman obsessed with keeping up appearances, her silvery revenge after “marrying down” twenty-five years ago. She’s determined to show them all: the maid of honor, still unmarried, still gorgeous, now a successful London business woman…the best man, once Desmond’s close friend, now his boss…their reluctant priest, who harbors his own guilty secret. As family and friends gather, a lifetime of lies takes its toll. But what begins as a family charade brings with it the transforming power of love—and truth.",428,Fiction,en
0441001971,Circus of the Damned,,Laurell K. Hamilton,Ace,1995,"When a dangerous vampire named Alejandro hits town and claims Anita Blake, an expert on creatures of the night, for his human servant, a war of the undead breaks out and puts Blake's life in jeopardy.",0,"Blake, Anita (Fictitious character)",en
0515134279,The Straw Men,,Michael Marshall,Penguin,2002,A series of strange events leads a man to a confrontation with the deadly Straw Men.,404,Fiction,en
0440215625,Dragonfly in Amber,A Novel,Diana Gabaldon,Dell,1993-11-02,"NEW YORK TIMES BESTSELLER • The second book in Diana Gabaldon’s acclaimed Outlander saga, the basis for the Starz original series. “A triumph! A powerful tale layered in history and myth. I loved every page.”—Nora Roberts With her classic novel Outlander, Diana Gabaldon introduced two unforgettable characters—Claire Randall and Jamie Fraser—delighting readers with a story of adventure and love that spanned two centuries. Now Gabaldon returns to that extraordinary time and place in this vivid, powerful sequel to Outlander. For twenty years, Claire Randall has kept her secrets. But now she is returning with her grown daughter to the mysteries of Scotland’s mist-shrouded Highlands. Here Claire plans to reveal a truth as shocking as the events that gave it birth: the secret of an ancient circle of standing stones, the secret of a love that transcends centuries, and the truth of a man named Jamie Fraser—a Highland warrior whose gallantry once drew the young Claire from the security of her century to the dangers of his. Claire’s spellbinding journey continues through the intrigue-ridden French court and the menace of Jacobite plots, to the Highlands of Scotland, through war and death in a desperate fight to save both the child and the man she loves.",929,Fiction,en
0345447840,The Surgeon,,Tess Gerritsen,"Random House Digital, Inc.",2002-07-01,"Dr. Catherine Cordell, recovering from a brutal attack and hiding her fear behind a mask of professionalism, is the only one who can stop a psychotic killer known as ""The Surgeon,"" due to his horrific methods of murder, before he kills again. Reissue.",380,Fiction,en
0451452011,Red Dwarf,Infinity Welcomes Careful Drivers,Grant Naylor,,1992,"One of the funniest, most glorious science fiction experiences to come along since Douglas Adams' Hitchhiker's series, Red Dwarf is a monumental British bestseller and the hilarious BBC-TV hit currently syndicated in 35 U.S. markets. After a pub crawl birthday celebration, Lister comes to his senses aboard a city-sized spaceship that's headed back to Earth--three million years in the future.",314,Fiction,en
0385301499,Circle of Friends,,Maeve Binchy,,1991,"Set mainly against the background of a small community, this novel is the story of three girls whose lives, over a period of ten years, become entwined in a bizarre triangle.",582,Dublin (Ireland),en
